LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2012,16.977,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2013,15.529,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2014,14.175,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2015,14.482,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2016,14.691,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2017,16.422,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2018,17.393,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2019,16.494,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2020,16.761,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2021,17.039,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2022,17.304,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2023,17.685,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2024,17.993,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2025,18.313,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2026,18.637,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2027,18.964,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2028,19.294,
Kazakhstan,MEATCONSUMP,POULTRY,KG_CAP,A,2029,19.625,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1992,12.436,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1993,14.154,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1994,13.012,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1995,10.541,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1996,9.209,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1997,8.262,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1998,6.833,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,1999,5.74,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2000,5.569,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2001,5.679,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2002,5.92,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2003,5.55,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2004,5.814,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2005,6.046,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2006,6.459,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2007,6.87,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2008,7.219,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2009,7.343,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2010,7.657,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2011,7.887,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2012,7.998,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2013,8.035,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2014,8.162,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2015,8.189,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2016,8.267,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2017,8.247,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2018,8.083,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2019,8.186,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2020,8.247,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2021,8.301,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2022,8.355,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2023,8.412,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2024,8.468,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2025,8.523,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2026,8.579,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2027,8.635,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2028,8.691,
Kazakhstan,MEATCONSUMP,SHEEP,KG_CAP,A,2029,8.748,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1990,2.584,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1991,2.912,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1992,2.949,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1993,3.001,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1994,3.235,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1995,3.53,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1996,3.826,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1997,3.743,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1998,3.276,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,1999,3.549,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2000,4.203,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2001,2.491,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2002,4.403,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2003,4.354,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2004,5.203,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2005,5.105,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2006,4.832,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2007,4.717,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2008,4.258,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2009,4.562,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2010,4.587,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2011,4.835,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2012,4.928,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2013,5.322,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2014,5.387,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2015,5.823,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2016,5.403,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2017,5.219,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2018,5.297,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2019,5.325,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2020,5.409,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2021,5.524,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2022,5.627,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2023,5.727,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2024,5.822,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2025,5.911,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2026,6,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2027,6.081,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2028,6.166,
Malaysia,MEATCONSUMP,BEEF,KG_CAP,A,2029,6.251,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1990,10.059,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1991,9.992,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1992,10.489,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1993,10.685,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1994,11.224,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1995,10.922,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1996,10.418,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1997,10.251,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1998,9.427,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,1999,5.818,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2000,5.822,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2001,6.654,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2002,6.805,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2003,6.158,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2004,6.315,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2005,6.447,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2006,6.555,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2007,5.923,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2008,5.711,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2009,5.852,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2010,6.835,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2011,6.187,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2012,6.018,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2013,5.909,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2014,5.913,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2015,6.154,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2016,5.493,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2017,5.384,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2018,5.43,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2019,5.314,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2020,5.263,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2021,5.237,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2022,5.195,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2023,5.155,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2024,5.119,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2025,5.086,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2026,5.055,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2027,5.026,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2028,4.998,
Malaysia,MEATCONSUMP,PIG,KG_CAP,A,2029,4.974,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1990,18.812,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1991,22.39,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1992,25.743,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1993,28.921,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1994,29.979,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1995,30.274,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1996,29.874,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1997,29.518,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1998,29.24,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,1999,29.432,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2000,28.063,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2001,28.949,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2002,30.899,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2003,31.023,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2004,32.615,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2005,33.496,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2006,34.999,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2007,36.446,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2008,37.253,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2009,37.645,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2010,40.089,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2011,40.748,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2012,41.891,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2013,43.61,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2014,46.304,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2015,47.259,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2016,50.182,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2017,48.522,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2018,48.796,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2019,48.748,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2020,49.333,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2021,49.725,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2022,50.113,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2023,50.487,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2024,50.879,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2025,51.275,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2026,51.714,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2027,52.163,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2028,52.64,
Malaysia,MEATCONSUMP,POULTRY,KG_CAP,A,2029,53.143,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1990,0.371,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1991,0.369,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1992,0.437,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1993,0.417,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1994,0.399,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1995,0.524,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1996,0.621,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1997,0.541,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1998,0.533,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,1999,0.552,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2000,0.545,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2001,0.622,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2002,0.555,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2003,0.462,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2004,0.544,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2005,0.556,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2006,0.593,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2007,0.647,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2008,0.646,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2009,0.655,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2010,0.765,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2011,0.65,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2012,0.761,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2013,0.89,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2014,1.039,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2015,1.102,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2016,1.063,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2017,1.2,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2018,1.122,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2019,1.044,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2020,1.072,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2021,1.095,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2022,1.119,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2023,1.141,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2024,1.164,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2025,1.185,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2026,1.207,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2027,1.228,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2028,1.25,
Malaysia,MEATCONSUMP,SHEEP,KG_CAP,A,2029,1.272,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1990,1.501,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1991,1.474,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1992,1.469,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1993,1.665,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1994,1.761,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1995,1.731,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1996,1.776,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1997,1.82,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1998,1.795,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,1999,1.753,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2000,1.597,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2001,1.764,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2002,1.947,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2003,1.64,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2004,1.672,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2005,1.54,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2006,1.275,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2007,1.568,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2008,1.528,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2009,1.497,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2010,1.357,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2011,1.508,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2012,1.21,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2013,1.544,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2014,1.511,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2015,1.483,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2016,1.393,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2017,1.368,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2018,1.343,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2019,1.313,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2020,1.306,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2021,1.3,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2022,1.301,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2023,1.297,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2024,1.293,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2025,1.286,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2026,1.278,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2027,1.27,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2028,1.263,
Nigeria,MEATCONSUMP,BEEF,KG_CAP,A,2029,1.255,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1990,0.875,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1991,0.853,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1992,0.876,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1993,0.888,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1994,0.9,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1995,0.966,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1996,0.974,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1997,0.981,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1998,0.987,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,1999,1.021,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2000,1.004,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2001,1.028,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2002,1.167,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2003,1.059,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2004,1.073,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2005,1.086,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2006,1.102,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2007,1.115,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2008,1.129,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2009,1.143,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2010,1.152,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2011,1.166,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2012,1.162,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2013,1.156,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2014,1.117,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2015,1.147,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2016,1.153,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2017,1.137,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2018,1.119,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2019,1.087,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2020,1.079,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2021,1.082,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2022,1.072,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2023,1.072,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2024,1.064,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2025,1.061,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2026,1.054,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2027,1.05,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2028,1.044,
Nigeria,MEATCONSUMP,PIG,KG_CAP,A,2029,1.039,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1990,1.608,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1991,1.486,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1992,1.422,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1993,1.413,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1994,1.404,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1995,1.377,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1996,1.351,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1997,1.326,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1998,1.301,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,1999,1.283,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2000,1.154,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2001,1.328,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2002,1.33,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2003,1.344,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2004,1.371,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2005,1.386,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2006,1.432,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2007,1.462,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2008,1.522,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2009,1.556,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2010,1.36,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2011,1.071,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2012,1.206,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2013,0.989,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2014,0.981,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2015,0.994,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2016,0.99,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2017,0.929,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2018,0.89,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2019,0.859,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2020,0.842,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2021,0.825,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2022,0.808,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2023,0.792,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2024,0.777,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2025,0.762,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2026,0.747,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2027,0.733,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2028,0.721,
Nigeria,MEATCONSUMP,POULTRY,KG_CAP,A,2029,0.71,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1990,1.521,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1991,1.535,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1992,1.529,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1993,1.551,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1994,1.718,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1995,1.811,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1996,1.894,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1997,2.089,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1998,2.192,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,1999,2.301,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2000,2.421,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2001,2.57,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2002,2.546,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2003,2.513,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2004,2.51,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2005,2.496,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2006,2.504,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2007,2.497,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2008,2.475,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2009,2.469,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2010,2.543,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2011,2.064,
Nigeria,MEATCONSUMP,SHEEP,KG_CAP,A,2012,1.787,
